countryCode,stateProvince,decimalLatitude,decimalLongitude,year
US,California,39.115551,-121.262906,2022
US,California,33.176917,-115.615853,2019
US,California,33.805862,-117.393269,2022
US,Texas,28.434583,-96.892512,2022
US,California,33.543204,-117.732999,2013
US,Florida,26.634015,-81.920615,2022
US,Florida,29.004433,-80.885241,2022
US,California,37.36203,-122.163239,2022
US,California,37.410124,-119.996435,2022
US,Nebraska,42.545783,-103.675011,2022
US,Texas,29.603909,-94.464569,2022
US,California,38.571392,-122.688476,2022
CA,New Brunswick,45.765529,-64.519042,2022
US,California,37.288657,-122.151801,2022
US,Washington,48.854268,-117.281513,2022
US,Oregon,45.338425,-122.443662,2022
US,Nebraska,42.418563,-103.711063,2022
CA,Ontario,44.559,-76.553514,2022
US,Georgia,30.914443,-81.422305,2022
US,California,33.036142,-117.062029,2022
US,California,34.412447,-117.855187,2022
US,Arizona,33.888328,-111.632794,2019
US,Texas,32.637467,-95.25553,2022
US,Texas,30.71912,-97.624299,2022
US,California,33.83073,-117.242273,2022
US,California,33.986223,-117.224695,2022
US,Texas,32.993301,-96.733216,2022
US,New Mexico,33.589819,-106.893651,2022
US,Florida,26.067882,-81.19586,2021
US,California,33.987315,-117.378381,2022
US,Florida,26.130868,-81.196691,2021
US,Texas,27.864192,-97.610858,2022
US,New York,41.399479,-73.831678,2022
US,Vermont,43.760404,-72.224613,2022
US,California,34.454044,-119.709943,2020
US,California,36.379092,-121.562881,2016
US,California,33.957629,-117.288422,2022
US,California,33.077969,-116.606908,2022
US,Vermont,44.032356,-73.150257,2022
US,Nebraska,42.57687,-103.623332,2022
US,California,34.020114,-116.998585,2022
US,Florida,25.61,-80.31,1986
US,Florida,25.61,-80.31,1986
US,Tennessee,36.095292,-86.847059,2019
US,Nebraska,42.513162,-103.779247,2022
US,California,33.097836,-116.471603,2022
US,Florida,28.691584,-80.714637,2022
US,Nebraska,42.558034,-103.760407,2022
US,California,34.350849,-119.304312,2022
US,Texas,30.759685,-97.714822,2022
US,California,33.905996,-117.306569,2022
US,California,33.970373,-117.251259,2022
US,California,37.039784,-122.144018,2022
US,California,33.992587,-117.214026,2022
US,Nebraska,41.664252,-103.680168,2022
US,California,33.644803,-117.89267,2019
US,Oklahoma,34.573896,-94.686202,2021
US,Vermont,43.519117,-72.896832,2021
US,California,35.160941,-120.646801,2022
CA,Nova Scotia,45.128173,-63.990279,2022
US,California,32.820216,-117.231073,2022
US,California,35.644014,-121.189321,2022
US,California,35.644014,-121.189321,2022
US,Utah,40.734375,-111.82753,2022
US,Texas,26.085528,-98.135369,2022
MX,Distrito Federal,19.299222,-99.323417,2022
US,California,32.863695,-116.548916,2022
US,California,33.083095,-116.52745,2022
US,California,33.083108,-116.526833,2022
MX,Guanajuato,21.46633,-100.139618,2022
US,Arizona,32.205233,-110.582947,2022
CA,British Columbia,49.101946,-121.445906,2002
US,Florida,30.024416,-81.344719,2022
US,California,37.848747,-122.543442,2022
US,California,33.115321,-116.533277,2022
CA,New Brunswick,45.741947,-65.499204,2022
US,Kansas,38.943169,-95.310265,2022
US,Connecticut,41.812624,-72.325728,2022
US,California,37.193822,-122.140687,2022
US,Texas,30.652235,-97.969211,2022
US,California,33.081072,-116.592383,2022
US,California,38.176659,-122.940064,2022
US,Texas,28.601404,-98.314611,2021
CA,Nova Scotia,46.66365,-60.444675,2022
US,Arizona,32.195962,-110.633637,2022
US,California,34.167737,-117.735383,2022
US,California,33.813232,-117.341428,2022
US,Oklahoma,35.290707,-97.529739,2021
CA,Ontario,44.49838,-77.212539,2022
US,California,36.533997,-121.900672,2022
US,California,37.512107,-119.822078,2022
US,California,33.11636,-116.516222,2022
US,Virginia,38.167648,-77.576174,2022
US,California,33.180059,-116.484319,2022
MX,Guanajuato,21.451512,-100.137211,2022
US,California,33.365733,-116.417844,2022
US,Oklahoma,34.645079,-96.029136,2019
US,California,33.96408,-117.388836,2022
US,Arizona,31.91417,-109.141967,2022
US,California,34.094796,-118.42962,2022
US,Texas,30.291221,-97.945685,2022
US,Texas,26.07016,-98.142139,2022
US,Nebraska,42.486589,-103.6919,2022
US,Nevada,39.361728,-119.834633,2022
US,Texas,32.974207,-96.982888,2022
US,,31.782174,-109.16677,2007
US,California,33.861062,-117.31345,2022
US,California,37.946841,-121.847012,2022
US,California,32.830997,-116.562871,2022
US,California,40.282058,-124.289588,2022
CA,Nova Scotia,44.700543,-63.429336,2022
US,California,33.190603,-116.659946,2022
US,California,33.055551,-116.625679,2022
US,California,33.065653,-116.795185,2022
US,Connecticut,41.491923,-73.305898,2022
US,California,33.951582,-116.997851,2022
US,California,33.984313,-117.383844,2022
US,California,33.018573,-116.75942,2022
US,California,33.128316,-116.660641,2022
US,California,33.932604,-117.221466,2022
US,Arizona,32.279042,-111.023709,2022
US,Texas,30.890561,-97.994894,2022
US,Nebraska,41.639195,-103.603677,2022
US,California,33.130017,-116.609342,2022
US,California,33.88582,-117.208487,2022
US,Alabama,34.860727,-86.642618,2022
US,California,33.806537,-117.368081,2022
US,California,33.959677,-117.339381,2022
US,Connecticut,41.460445,-73.222111,2022
US,California,32.831268,-116.563521,2022
US,California,37.1914,-121.435976,2022
US,Texas,29.997757,-95.61944,2022
CA,Alberta,51.1669,-114.081371,2022
US,California,37.1914,-121.435976,2022
US,Nebraska,41.661163,-103.768334,2022
CA,Alberta,51.164782,-114.084371,2022
US,Vermont,44.439135,-73.015243,2022
US,California,33.135218,-116.707011,2022
US,Texas,30.27342,-98.148344,2022
US,California,37.153593,-121.785357,2022
US,California,38.036786,-122.800012,2022
US,Vermont,44.794256,-73.055646,2022
US,Texas,32.63082,-95.247329,2022
US,California,38.557328,-122.696258,2022
US,Florida,26.986995,-82.151623,2022
US,California,35.338296,-120.759102,2022
US,California,38.93495,-123.723661,2022
US,California,34.269927,-118.362134,2022
US,California,32.711258,-116.558342,2022
US,California,37.1914,-121.435976,2022
US,California,36.652195,-121.789947,2022
US,Nebraska,41.607474,-103.697735,2022
US,Vermont,43.948559,-73.251012,2022
US,California,38.58528,-122.691513,2022
US,California,33.453538,-117.250563,2022
US,Vermont,44.513256,-73.187227,2022
US,Vermont,43.791033,-73.064301,2022
US,California,32.709731,-116.555234,2022
US,Montana,45.846956,-111.91751,2021
US,California,33.174496,-116.657049,2022
US,California,33.819305,-117.321201,2022
US,California,33.901816,-117.257834,2022
US,California,33.285622,-116.621224,2022
US,Arizona,32.433526,-110.998796,2022
US,Arizona,32.254183,-111.160619,2022
US,California,34.141302,-118.630776,2022
US,South Carolina,32.548678,-80.715292,2019
US,California,38.177249,-122.93988,2022
US,Oregon,43.974617,-121.352142,2022
US,California,33.810945,-117.788863,2022
CA,Nova Scotia,44.458439,-65.168093,2022
CA,Alberta,51.167024,-114.081587,2022
US,Colorado,38.87856677172230,-108.07551413552300,2009
US,Colorado,38.64752137525010,-108.35182515705200,2007
US,Colorado,39.670763724616400,-108.79683393464800,2009
US,Colorado,38.41797490876650,-107.96908498452000,2008
US,Colorado,38.34485312191060,-107.47716444074600,2009
US,Colorado,38.440044780742000,-107.57168979387200,2009
US,Colorado,38.567559,-107.810986,2009
US,Colorado,38.51778055737340,-108.05038804683300,2008
US,Colorado,39.24492862311830,-108.1868646114220,2008
US,Texas,30.838425,-97.898517,2022
US,California,33.083435,-116.794118,2022
US,California,37.453275,-120.57725,2022
MX,Jalisco,20.524706,-103.193494,2021
US,Michigan,46.288329,-84.178057,2022
US,Oregon,43.455066,-123.42095,2022
US,Texas,33.080359,-96.762824,2022
US,Massachusetts,42.701469,-72.775794,2021
US,New Hampshire,42.803238,-72.360755,2019
US,California,35.323059,-120.693363,2022
US,Texas,26.125263,-97.952433,2022
US,Massachusetts,42.194539,-71.835627,2021
US,Florida,26.023608,-81.710433,2022
US,California,38.174518,-122.939553,2022
MX,Chihuahua,31.070811,-108.356437,2022
US,Texas,30.860774,-97.865783,2022
US,California,33.091557,-116.785185,2022
US,Texas,30.865723,-97.804258,2022
US,Alabama,33.830278,-86.227438,2022
CA,Alberta,50.937242,-114.105095,2022
US,California,33.928045,-117.315825,2022
US,California,33.930202,-117.314024,2022
US,Massachusetts,42.422905,-72.1051,2021
US,Georgia,32.708056,-84.661054,2022
US,California,32.880642,-116.521462,2022
US,Vermont,44.121892,-73.184958,2022
US,Georgia,32.796518,-84.675635,2022
US,Texas,32.768158,-96.530082,2022
US,California,35.149009,-118.484562,2022
US,Texas,26.067453,-98.143684,2022
US,Nevada,36.40149,-116.274145,2022
MX,Jalisco,20.524706,-103.193494,2021
US,Florida,27.415603,-82.50892,2022
US,West Virginia,38.795442,-79.904831,2022
US,Minnesota,47.071452,-92.654476,2022
US,Georgia,32.79639,-84.785393,2022
US,Oregon,43.433945,-123.447161,2022
US,Georgia,32.666824,-84.780454,2022
US,California,35.644014,-121.189321,2022
US,California,33.287867,-116.623523,2022
US,California,38.574098,-122.412477,2022
US,Louisiana,30.153586,-93.301475,2022
MX,Jalisco,20.524706,-103.193494,2021
US,Massachusetts,42.197747,-71.681582,2022
US,Massachusetts,42.148345,-72.080678,2021
US,California,32.809855,-116.545417,2022
US,Alabama,31.408167,-87.548003,2022
US,California,38.509964,-122.437259,2022
US,Arizona,31.544925,-110.745522,2022
US,Georgia,32.711139,-84.681315,2022
MX,Tamaulipas,23.745885,-98.82388,2022
US,Massachusetts,42.448702,-71.877296,2021
CA,Nova Scotia,44.903986,-65.345831,2022
US,Vermont,43.837895,-72.183379,2022
US,California,35.474409,-120.776381,2021
US,Oregon,43.226199,-123.545704,2022
US,California,38.52631,-122.420962,2022
US,Arizona,32.445591,-111.104757,2021
US,California,33.871857,-117.361866,2022
US,California,38.569303,-122.49855,2022
US,Oregon,43.50552,-123.447635,2022
US,Massachusetts,42.128993,-72.44986,2022
US,Arizona,33.381083,-111.454742,2022
US,Oklahoma,33.714433,-94.602119,2021
US,Texas,30.7262,-97.610928,2022
US,Vermont,43.355834,-72.534194,2022
US,California,33.827491,-117.328845,2022
US,Georgia,32.673666,-84.71556,2021
US,California,33.895667,-117.30547,2022
US,California,38.463308,-123.142777,2021
US,California,33.973744,-117.348031,2022
US,Connecticut,41.575848,-73.321705,2022
US,California,38.350426,-122.514702,2021
US,Georgia,32.783379,-84.758843,2022
US,California,32.69348,-116.549867,2022
US,Vermont,43.883121,-72.244261,2022
US,California,33.843503,-117.398864,2022
US,California,33.873725,-117.373075,2022
US,California,32.691275,-116.882398,2022
US,California,33.863206,-117.32363,2022
US,California,36.464838,-121.154228,2022
US,Vermont,43.06613,-72.705639,2022
US,Nevada,36.401136,-116.303633,2018
US,Georgia,32.717648,-84.729926,2022
US,California,36.877801,-121.795313,2016
US,New Hampshire,42.930987,-72.294635,2019
US,California,38.350426,-122.514702,2021
US,Florida,27.373804,-82.467094,2022
MX,Jalisco,20.59507,-103.464318,2022
US,California,38.350426,-122.514702,2021
US,New Hampshire,43.119019,-71.056192,2022
US,California,38.350426,-122.514702,2021
US,Connecticut,41.322246,-72.870644,2022
US,Florida,30.129107,-84.14582,2022
US,Oklahoma,34.574215,-95.372258,2021
US,California,33.96791,-117.378645,2022
CA,Nova Scotia,44.777742,-63.740802,2021
US,Oregon,45.427397,-118.209799,2022
US,Nebraska,41.73038,-103.752947,2022
US,California,37.895878,-120.586906,2022
US,Tennessee,36.136865,-86.322735,2022
CA,Nova Scotia,44.752428,-63.792892,2021
US,California,37.246706,-122.04389,2022
MX,Sonora,28.921393,-110.81237,2022
US,Texas,32.358811,-95.876043,2022
US,California,38.350426,-122.514702,2021
CA,British Columbia,49.300124,-122.866064,2022
US,Kansas,38.94637,-95.395627,2022
US,Nebraska,41.709823,-103.684466,2022
US,Arizona,34.868179,-112.426818,2021
US,California,32.710063,-116.556372,2022
US,Vermont,44.478242,-73.186408,2022
US,California,38.350426,-122.514702,2021
US,California,32.892083,-116.5866,2022
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
CA,Nova Scotia,44.618917,-63.706539,2021
US,California,39.469954,-123.782891,2022
US,California,32.868992,-117.178903,2022
US,Mississippi,34.62621,-89.42738,2021
US,Alabama,31.858024,-86.793725,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,32.87863,-116.593805,2022
US,South Carolina,32.549814,-80.234684,2022
US,California,38.350426,-122.514702,2021
US,California,36.526812,-121.897986,2022
CA,Nova Scotia,44.600511,-63.768002,2021
US,California,33.769113,-116.419844,2022
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,Georgia,32.721882,-84.697814,2022
US,California,38.350426,-122.514702,2021
US,California,38.350426,-122.514702,2021
US,California,36.65158,-121.790887,2022
US,Massachusetts,42.255882,-72.510991,2019
US,Georgia,32.676868,-84.649334,2022
US,California,38.350426,-122.514702,2021
US,Georgia,32.650472,-84.76641,2022
US,California,32.712503,-116.558547,2022
US,California,37.382277,-122.288075,2022
US,Florida,27.929278,-81.568918,2022
US,California,34.099261,-118.707833,2022
US,California,34.203902,-118.153292,2022
US,California,38.350426,-122.514702,2021
US,Vermont,43.356877,-72.451631,2022
US,Georgia,32.767436,-84.717538,2022
MX,Baja California,30.415722,-115.907325,2022
US,Texas,33.850739,-95.865465,2022
US,California,38.350426,-122.514702,2021
US,Nebraska,41.692668,-103.612464,2022
US,California,33.930301,-117.300928,2022
US,Connecticut,41.836316,-72.909511,2022
US,Florida,28.692693,-80.715573,2022
US,California,37.849834,-121.91754,2022
US,Vermont,44.55583,-73.113842,2013
US,Tennessee,36.080574,-82.490768,2022
US,Nevada,39.598841,-119.76247,2022
MX,Durango,23.42253,-104.94322,2022
US,Washington,48.791978,-117.262015,2020
US,California,32.692433,-116.83728,2022
US,California,34.076472,-119.014733,2022
US,Colorado,39.871823,-105.26859,2022
US,Washington,48.2646,-120.10247,2022
US,California,34.203797,-118.12743,2022
US,Texas,32.324896,-95.034798,2022
US,California,37.41288,-119.960493,2022
MX,Hidalgo,20.031546,-99.118898,2022
US,California,36.315341,-121.576361,2019
US,Texas,28.906934,-96.666234,2022
US,Florida,26.344563,-81.682471,2022
US,California,37.207286,-122.349122,2022
CA,Alberta,51.084848,-114.261004,2022
US,California,32.856412,-116.422479,2022
US,Texas,30.269592,-96.665905,2022
US,California,33.86563,-117.293187,2022
US,Texas,25.852326,-97.417796,2012
US,California,33.154829,-116.482376,2022
US,Texas,25.89345,-97.48893,2022
US,Texas,30.362315,-97.655634,2022
US,Oregon,45.818401,-123.17701,2022
US,California,37.044294,-122.044787,2016
US,California,33.017061,-116.416132,2022
US,California,33.149858,-116.416352,2022
US,California,33.104377,-116.517131,2022
US,Louisiana,31.216721,-92.597945,2022
US,Washington,48.38394,-117.386951,2017
US,Colorado,39.645911,-105.167752,2022
US,Texas,32.639033,-95.252308,2022
US,Florida,27.996637,-81.865257,2022
MX,Veracruz,19.487392,-97.166236,2022
US,Massachusetts,42.539,-71.52,2022
US,Connecticut,41.459178,-73.351382,2022
US,Maine,44.231736,-69.091531,2022
US,Connecticut,41.857226,-72.660444,2020
US,Texas,29.622475,-100.105841,2022
US,California,36.986139,-122.055329,2021
US,Florida,30.118611,-84.11762,2022
US,California,36.284309,-121.84668,2022
US,Ohio,38.729203,-82.928283,2021
US,California,33.939624,-117.323015,2022
US,Washington,48.792441,-117.263507,2020
US,California,33.8132,-117.316644,2022
US,Texas,32.632101,-95.245784,2022
US,California,37.189331,-119.521323,2022
US,Texas,30.148261,-95.56568,2022
US,California,33.155957,-116.556703,2022
US,California,33.156023,-116.557336,2022
MX,Hidalgo,20.031904,-99.120303,2022
US,New York,41.729864,-73.584116,2018
US,California,37.314758,-122.224755,2022
US,Florida,27.474146,-80.295265,2021
US,California,33.157036,-116.557571,2022
US,Florida,27.773782,-80.475071,2022
US,California,33.117591,-116.71061,2022
US,Nebraska,41.735761,-103.711489,2022
US,Texas,30.572176,-96.365785,2022
US,Utah,40.726401,-111.806247,2022
US,Nebraska,41.749123,-103.76065,2022
US,Connecticut,41.420919,-73.280103,2022
US,North Carolina,35.669834,-79.619223,2021
US,California,34.160228,-118.111504,2022
US,,31.534655,-110.765404,2017
US,New Mexico,35.88808,-106.306972,1990
US,Texas,33.05303,-96.934175,2022
US,New Hampshire,42.909722,-72.214897,2022
US,California,36.384967,-121.55327,2021
CA,Nova Scotia,44.618996,-65.580399,2022
US,California,32.54308,-117.107475,2022
US,California,33.037282,-117.15875,2022
US,California,34.052555,-118.528923,2022
US,Texas,25.851021,-97.423035,2012
US,New Mexico,36.362476,-105.287191,2022
MX,Baja California,30.057878,-115.720047,2022
US,California,33.874713,-117.281877,2022
US,Colorado,40.011572,-105.205255,2022
US,California,38.257631,-121.47608,2021
MX,Sonora,30.827563,-109.678389,2021
US,California,33.159283,-116.554292,2022
CA,Ontario,46.581264,-84.33777,2021
US,Massachusetts,42.572967,-71.510733,2022
US,California,37.26803,-122.033798,2022
US,Nebraska,41.637192,-103.79954,2022
MX,Nuevo León,25.556448,-98.600857,2021
US,California,32.756858,-116.581115,2022
US,California,37.960769,-122.119716,2022
US,Arizona,32.650154,-113.953647,2008
CA,Nova Scotia,44.988629,-63.47329,2022
US,Nevada,38.441647,-119.129903,2022
US,Arizona,32.279667,-111.020899,2022
US,California,33.987204,-117.220582,2022
US,California,34.399975,-119.749855,2022
US,California,33.868378,-117.308344,2022
US,California,37.729875,-119.557913,2022
US,Oregon,45.54814,-118.367219,2022
MX,Baja California,31.907079,-116.732064,2019
US,Nevada,39.426514,-119.679917,2022
US,Texas,32.617836,-95.461874,2021
US,Colorado,38.064729,-103.179929,2010
US,California,34.016273,-116.083667,2022
US,California,33.92053,-117.297992,2022
CA,Alberta,51.134907,-114.153161,2022
US,California,33.978614,-117.307417,2022
US,California,33.880511,-117.338159,2022
US,Iowa,41.218501,-95.854664,2022
US,Texas,32.618377,-95.462312,2022
US,Kentucky,37.904857,-84.363512,2022
US,Kentucky,37.904294,-84.361439,2022
US,California,35.440622,-118.868612,2022
US,Texas,30.057659,-95.265846,2022
US,California,33.967378,-117.340921,2022
US,Texas,27.480328,-97.909438,2017
US,Texas,32.899986,-96.666935,2022
US,Kentucky,37.112159,-87.697541,2022
US,California,33.876411,-117.294269,2022
CA,British Columbia,49.043136,-118.230952,2022
US,California,37.19763,-121.416155,2020
US,California,37.227563,-122.147638,2022
US,California,32.729375,-116.867836,2022
US,Washington,46.521203,-122.812255,2021
US,Texas,30.224357,-95.919209,2022
US,Utah,40.242739,-111.492827,2022
US,Texas,28.40995,-97.751092,2022
US,Missouri,39.098978,-93.731539,2022
US,California,37.407975,-121.797005,2022
US,Massachusetts,42.406687,-71.654205,2022
US,Florida,28.678562,-80.771885,2022
US,New Mexico,33.765792,-106.90282,2017
US,Maine,44.518528,-68.626213,2021
US,Texas,33.990081,-99.955589,2018
US,Texas,26.064247,-97.237348,2013
US,Oregon,45.293336,-117.966194,2022
US,California,33.884287,-117.25831,2022
US,California,32.855005,-116.974388,2022
US,Nebraska,41.601353,-103.736844,2022
US,California,33.82699,-117.211094,2022
US,California,33.953771,-117.237964,2022
CA,New Brunswick,46.058988,-64.828527,2022
US,Nevada,38.954573,-119.782168,2022
US,California,33.963213,-117.302611,2022
US,California,38.094179,-122.643729,2022
US,California,32.848312,-116.969795,2022
US,Florida,27.190887,-82.192825,2022
US,California,33.873078,-117.352646,2022
MX,Guanajuato,20.710418,-101.392204,2018
US,Minnesota,47.026297,-91.642412,2022
US,Vermont,43.355766,-72.534474,2021
US,California,33.852905,-117.375752,2022
US,California,40.099758,-122.051467,2020
US,California,37.825333,-121.860142,2022
US,California,38.716706,-122.26154,2018
MX,Hidalgo,20.033767,-99.123833,2022
US,California,33.869046,-117.369634,2022
US,California,33.194857,-116.591137,2022
US,California,40.1343,-122.075628,2020
US,California,33.036136,-117.062007,2022
US,Nevada,39.480881,-119.720897,2022
CA,Alberta,50.93375,-114.136755,2020
US,Washington,47.769977,-122.282642,2021
US,California,37.154678,-122.359072,2022
US,California,37.782566,-121.858566,2022
US,Texas,31.238909,-98.748117,2021
US,California,33.979603,-117.379582,2022
US,California,37.747738,-119.549421,2022
US,New Mexico,33.060163,-108.209755,2017
US,Connecticut,41.536477,-73.211353,2022
US,Ohio,40.522619,-81.812365,2022
US,California,36.535046,-121.89303,2022
US,California,34.432566,-119.080084,2022
US,Vermont,43.812085,-73.154925,2022
US,California,39.824246,-121.711915,2022
US,Vermont,44.336508,-73.243903,2022
US,California,37.84948,-122.54438,2022
US,California,34.445113,-119.286903,2022
US,Nebraska,41.629754,-103.7553,2022
US,Connecticut,41.490482,-72.83239,2021
US,California,37.075963,-121.466489,2022
US,California,33.175141,-116.689046,2022
US,California,37.325492,-122.13675,2022
US,Oregon,45.461132,-123.211776,2022
US,California,38.064613,-122.770417,2022
US,California,34.141453,-117.75245,2022
US,California,37.270169,-122.230819,2022
US,Connecticut,41.23122,-73.152113,2022
US,Florida,26.437053,-82.042105,2022
US,Texas,32.991755,-96.736291,2022
US,California,34.1609,-117.987383,2022
US,Vermont,43.945121,-73.21245,2021
US,California,34.287102,-117.344755,2022
US,Louisiana,32.40745,-91.990797,2022
US,California,40.124826,-122.052843,2020
US,California,32.868992,-117.178903,2022
US,California,32.868992,-117.178903,2022
US,New Hampshire,43.085669,-72.371963,2021
US,Arizona,33.788517,-109.182223,2022
US,California,33.957167,-117.364821,2022
US,Arizona,32.278578,-111.023431,2022
US,Nebraska,41.742166,-103.794511,2022
US,California,37.118114,-121.740622,2022
US,California,37.404438,-122.22213,2022
US,California,37.902653,-122.569222,2022
US,Florida,28.65187,-80.661919,2022
US,California,36.512562,-121.942527,2022
US,Oregon,45.439305,-123.097499,2022
US,Texas,32.741876,-100.57233,2016
US,California,32.834372,-116.852775,2022
US,Texas,30.065545,-95.173828,2022
US,Florida,26.435942,-82.043016,2022
US,Ohio,39.221399,-82.178292,2022
US,California,34.454875,-118.540508,2022
US,Florida,28.675049,-80.762695,2022
US,Texas,30.570353,-96.365313,2022
US,Arizona,32.279158,-111.021819,2021
US,California,38.409326,-122.444833,2022
US,California,32.868992,-117.178903,2022
US,Nevada,39.480852,-119.720034,2022
US,Kansas,38.964127,-95.261818,2022
CA,New Brunswick,45.984984,-66.534606,2022
MX,Chihuahua,31.145473,-108.334277,2022
US,Massachusetts,41.972461,-71.196624,2022
US,New Mexico,33.789144,-106.893453,2022
US,California,33.89554,-117.22967,2022
US,California,33.874503,-117.340643,2022
US,California,34.055721,-118.529086,2022
US,Arizona,32.279179,-111.021171,2022
US,California,38.561731,-122.475561,2021
US,California,37.054031,-122.044,2022
US,California,38.41093,-122.590912,2022
US,California,34.052857,-118.528157,2022
US,California,37.182305,-122.013078,2022
US,California,37.076658,-121.457048,2022
US,California,33.190824,-117.206142,2022
US,Texas,28.304667,-96.805679,2022
US,California,37.506066,-121.826817,2022
US,California,37.303395,-122.162247,2022
US,California,38.4759,-122.439627,2021
US,South Carolina,33.584326,-80.865597,2022
MX,Chihuahua,31.101919,-108.35974,2022
US,Texas,29.294509,-103.925262,2022
US,California,38.481327,-122.441821,2021
US,California,38.294425,-123.001472,2020
US,Texas,28.931569,-99.080886,2021
US,California,37.080708,-121.530453,2022
US,Texas,32.61615,-96.82615,2022
US,Florida,27.007109,-82.255723,2022
US,California,37.83129,-122.180286,2022
US,California,38.402849,-122.524664,2022
US,Texas,30.096098,-95.400539,2022
US,California,38.521913,-122.466086,2022
US,Minnesota,47.500859,-92.274288,2022
US,New York,42.292245,-73.57197,2022
US,Oklahoma,36.289052,-95.679178,2022
US,Michigan,43.242381,-84.911949,2022
US,Connecticut,41.853719,-73.366686,2021
US,Missouri,38.520954,-90.564019,2021
US,California,33.898176,-116.991202,2022
US,California,33.964299,-117.266526,2022
MX,México,19.880258,-99.092838,2022
US,New Hampshire,42.934527,-72.028813,2022
US,Arizona,34.891387,-109.781848,2022
US,Texas,33.108708,-96.689631,2022
US,California,33.91315,-117.229676,2022
CA,British Columbia,52.122138,-122.14426,2020
US,California,37.597627,-121.995544,2022
US,California,33.077177,-117.254643,2022
US,Arizona,31.889998,-109.176061,2010
US,Texas,30.362108,-97.654803,2022
US,Texas,33.074918,-96.726099,2022
US,California,38.577508,-122.690772,2022
US,Texas,28.585728,-98.608892,2022
US,Florida,26.876457,-82.30148,2022
US,Texas,28.255884,-96.794077,2022
US,Iowa,41.704264,-96.167666,2021
US,Arizona,32.278521,-111.02283,2022
US,California,33.993382,-117.316371,2022
US,California,38.562983,-122.569362,2022
US,Colorado,38.852557,-104.85609,2022
CA,Alberta,51.127003,-114.239167,2022
US,California,33.920836,-117.27037,2022
US,Arizona,31.538764,-110.140329,2022
US,California,33.996469,-117.28442,2022
US,California,38.437184,-122.488969,2021
US,California,37.314014,-122.063364,2022
US,California,33.847974,-117.337878,2022
US,California,37.83798,-121.877884,2022
US,California,37.165159,-122.362073,2021
US,California,34.394945,-118.594567,2022
US,Iowa,41.313591,-95.630554,2021
US,Connecticut,41.137935,-73.548745,2022
US,Florida,29.638691,-85.333089,2022
US,California,37.918478,-121.944552,2021
US,California,34.175955,-118.9389,2021
US,California,33.207928,-116.314393,2022
US,Arizona,32.28275,-110.942453,2021
US,Wisconsin,44.57611,-92.055094,2021
MX,Durango,23.340184,-104.929798,2021
US,California,37.073539,-121.433487,2022
CA,Ontario,44.787313,-79.135137,2021
US,California,37.443235,-121.881342,2022
US,Oregon,46.127077,-123.724098,2022
US,California,32.834422,-116.565576,2022
US,North Carolina,35.446504,-82.525146,2021
US,California,32.600451,-116.931347,2022
US,Florida,27.985396,-81.860984,2021
US,California,33.123637,-116.441029,2021
US,California,33.898684,-117.279572,2022
US,Connecticut,41.501065,-73.260484,2021
US,Texas,29.812706,-98.544253,2022
US,Florida,29.672746,-85.270829,2022
US,Texas,30.639084,-97.620449,2022
US,Texas,30.667257,-97.637914,2022
US,Florida,26.429399,-82.082535,2015
US,California,36.751528,-121.161822,2022
US,Connecticut,41.983941,-73.572519,2021
US,Texas,33.140036,-96.888595,2021
US,California,38.430571,-122.5843,2021
US,Washington,47.758358,-122.249686,2021
US,Pennsylvania,40.363316,-79.999283,2014
US,California,37.446907,-121.606213,2021
US,Texas,30.674475,-97.797466,2022
US,Ohio,40.444632,-81.836756,2021
US,Oklahoma,35.164283,-99.625685,2021
US,California,33.812324,-117.363797,2022
US,California,32.834422,-116.565576,2022
US,Vermont,43.624175,-73.363239,2022
US,Texas,28.256856,-96.837725,2012
US,California,33.08017,-116.50137,2022
US,New York,41.222135,-73.562627,2021
US,Oregon,45.462497,-122.98274,2021
US,Texas,31.597426,-100.182308,2021
US,California,32.834422,-116.565576,2022
US,Texas,32.972254,-96.625732,2021
US,Ohio,39.563788,-84.569794,2021
US,Texas,28.194096,-98.105275,2021
US,Texas,26.125749,-97.956447,2021
US,Colorado,38.775856,-104.818525,2022
US,New Mexico,33.796343,-106.876763,2021
US,California,33.10313,-116.740767,2021
US,Texas,32.791963,-97.070511,2021
US,California,34.008308,-116.683286,2021
CA,,70.598025,-122.563487,2019
US,California,37.351317,-119.957689,2022
US,Florida,26.971305,-82.245948,2022
US,California,35.329165,-120.386059,2022
US,California,39.856301,-123.72858,2021
US,California,34.758324,-119.954347,2021
US,Arizona,33.672047,-112.426714,2021
US,Vermont,43.616835,-73.296179,2021
CA,British Columbia,50.112667,-122.966,2011
US,Washington,47.547313,-122.174961,2021
US,California,38.94901,-120.12106,2021
US,California,37.526904,-121.624353,2021
US,Massachusetts,42.41385,-71.51072,2021
US,California,34.104467,-118.707726,2021
US,Texas,28.258908,-96.828965,2021
US,Connecticut,41.209448,-73.045414,2021
